Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award,cc1_miles_Updated,cc2_miles_Updated,cc3_miles_Updated
20773,0,3,1,1,13619,14,0,0,2765,1,17500,2500,2500
264735,0,2,1,1,6980,17,0,0,2894,1,7500,2500,2500
45883,2611,1,1,1,5647,11,0,0,1464,0,2500,2500,2500
36978,0,1,1,1,100,1,100,1,3033,0,2500,2500,2500
449205,1121,1,1,1,4750,9,3250,8,3071,1,2500,2500,2500
45005,0,1,1,1,0,0,0,0,2934,0,2500,2500,2500
45533,0,5,1,1,56208,16,0,0,2963,1,50000,2500,2500
26513,0,1,1,1,7670,14,0,0,2678,1,2500,2500,2500
20417,0,1,1,1,5000,1,0,0,3013,0,2500,2500,2500
7490,0,1,1,1,0,0,0,0,3042,0,2500,2500,2500
14394,0,1,1,1,935,4,150,2,2754,0,2500,2500,2500
103888,0,1,1,1,4379,3,4379,3,2238,0,2500,2500,2500
61191,0,2,1,1,8502,17,0,0,2112,0,7500,2500,2500
7329,0,2,1,1,10639,16,0,0,2993,1,7500,2500,2500
12688,0,1,1,1,0,0,0,0,2993,0,2500,2500,2500
106921,0,4,1,1,26666,13,0,0,2581,0,37500,2500,2500
31668,2576,1,1,1,1800,3,300,2,2271,0,2500,2500,2500
34996,0,2,1,1,6313,14,150,1,2909,1,7500,2500,2500
23099,0,1,1,1,300,3,300,3,2292,0,2500,2500,2500
109133,0,3,1,1,21378,16,0,0,2989,0,17500,2500,2500
103586,0,1,1,1,4000,7,3900,6,2726,0,2500,2500,2500
45575,0,3,1,1,23223,17,0,0,2964,1,17500,2500,2500
76430,0,3,1,1,13653,17,0,0,3018,1,17500,2500,2500
18059,0,1,1,1,0,0,0,0,2019,0,2500,2500,2500
188759,0,1,1,1,3082,3,0,0,2817,0,2500,2500,2500
36953,0,3,1,1,25598,16,0,0,2997,1,17500,2500,2500
27155,0,4,1,1,47252,15,300,1,3001,1,37500,2500,2500
89112,4670,2,1,1,28670,29,0,0,2680,0,7500,2500,2500
72768,0,1,1,1,290,3,0,0,2762,0,2500,2500,2500
23178,0,1,1,1,0,0,0,0,2351,0,2500,2500,2500
25676,0,1,1,1,0,0,0,0,1597,0,2500,2500,2500
63190,0,3,1,1,18950,13,250,1,3041,0,17500,2500,2500
1666,0,1,1,1,980,3,0,0,2761,0,2500,2500,2500
105544,0,4,1,1,31001,16,500,1,2888,1,37500,2500,2500
206287,1761,2,1,1,11294,20,150,1,2819,1,7500,2500,2500
40255,0,1,1,1,2975,13,750,2,2880,0,2500,2500,2500
5317,0,1,1,1,0,0,0,0,2992,0,2500,2500,2500
7606,0,4,1,1,29307,17,0,0,2930,1,37500,2500,2500
43255,0,1,1,1,2691,3,750,1,2864,0,2500,2500,2500
22414,0,1,1,1,1094,3,0,0,2957,1,2500,2500,2500
92225,0,4,1,1,48276,19,350,1,2972,0,37500,2500,2500
127199,0,1,1,1,2563,14,0,0,2917,0,2500,2500,2500
12176,0,1,1,1,875,7,0,0,2268,0,2500,2500,2500
142929,0,4,1,1,40826,23,0,0,2803,0,37500,2500,2500
28670,0,2,1,1,11727,11,0,0,2980,1,7500,2500,2500
82122,0,1,1,1,700,3,700,3,3044,0,2500,2500,2500
54637,0,1,1,1,21181,27,4673,21,2927,1,2500,2500,2500
6181,0,1,1,1,2000,9,0,0,2878,0,2500,2500,2500
25485,0,1,1,1,9655,10,2800,8,2798,1,2500,2500,2500
16136,0,1,1,1,0,0,0,0,1177,0,2500,2500,2500
128213,0,2,1,1,7956,13,500,1,2522,0,7500,2500,2500
92492,0,1,1,1,11029,6,0,0,2839,0,2500,2500,2500
85412,0,3,1,1,25102,16,500,1,2816,0,17500,2500,2500
46003,0,1,1,1,1340,7,0,0,2698,0,2500,2500,2500
95982,0,1,1,1,3630,3,0,0,2623,0,2500,2500,2500
20529,0,1,1,1,0,0,0,0,2644,0,2500,2500,2500
28254,0,3,1,1,17117,19,1050,6,2692,1,17500,2500,2500
26101,0,1,1,1,3900,15,3900,15,2222,0,2500,2500,2500
50939,0,3,1,1,16453,16,0,0,2753,0,17500,2500,2500
35039,0,1,1,1,174,1,0,0,2314,0,2500,2500,2500
175501,1000,3,1,1,34318,36,7974,19,2691,0,17500,2500,2500
1439,0,1,1,1,80,2,0,0,2684,0,2500,2500,2500
214674,0,1,1,1,25688,23,2500,5,2607,1,2500,2500,2500
38429,0,1,1,1,1004,2,1004,2,2521,0,2500,2500,2500
22865,0,1,1,1,1750,7,0,0,2375,0,2500,2500,2500
23033,0,2,1,1,7910,15,0,0,2765,1,7500,2500,2500
103172,0,1,1,1,3125,3,0,0,2416,0,2500,2500,2500
23448,0,4,1,1,36941,18,700,3,2675,1,37500,2500,2500
115161,0,1,1,1,9050,18,3050,15,2417,0,2500,2500,2500
58382,0,1,1,1,11327,32,4800,23,2480,1,2500,2500,2500
156766,0,3,1,1,23375,27,0,0,2840,0,17500,2500,2500
34137,0,1,1,1,335,5,0,0,2593,0,2500,2500,2500
17219,0,1,1,1,6167,10,3757,6,2627,1,2500,2500,2500
43823,0,1,1,1,500,1,0,0,2717,0,2500,2500,2500
63364,0,3,1,1,15415,11,0,0,2560,0,17500,2500,2500
18497,0,3,1,1,14138,12,0,0,2643,0,17500,2500,2500
23173,0,2,1,1,7843,8,0,0,2565,0,7500,2500,2500
51367,0,4,1,1,40004,24,0,0,2434,1,37500,2500,2500
34894,0,3,1,1,13955,17,0,0,2447,0,17500,2500,2500
7422,0,1,1,1,2229,3,0,0,2653,0,2500,2500,2500
16090,0,1,1,1,850,6,850,6,2592,0,2500,2500,2500
2784,0,1,1,1,0,0,0,0,2066,0,2500,2500,2500
54177,0,3,1,1,45403,15,500,1,2123,1,17500,2500,2500
29326,0,2,1,1,23061,7,0,0,2497,1,7500,2500,2500
26164,2556,1,1,1,0,0,0,0,2566,0,2500,2500,2500
29518,0,1,1,1,2702,12,0,0,2532,0,2500,2500,2500
29754,6396,1,1,1,500,1,0,0,2655,0,2500,2500,2500
8000,0,1,1,1,0,0,0,0,941,0,2500,2500,2500
69788,0,1,1,1,1500,3,1500,3,2705,0,2500,2500,2500
38042,0,1,1,1,7658,17,0,0,2606,0,2500,2500,2500
23894,0,1,1,1,6000,3,0,0,2705,1,2500,2500,2500
110628,0,5,1,1,63759,13,0,0,2654,0,50000,2500,2500
10839,0,1,1,1,190,1,190,1,2341,0,2500,2500,2500
47513,0,3,1,1,19904,13,0,0,2516,1,17500,2500,2500
16321,0,1,1,1,0,0,0,0,2710,0,2500,2500,2500
37550,0,1,1,1,0,0,0,0,2579,0,2500,2500,2500
37936,0,2,1,1,6211,12,0,0,2719,0,7500,2500,2500
38061,0,3,1,1,34227,18,3600,8,2649,1,17500,2500,2500
25934,0,1,1,1,370,3,0,0,2565,0,2500,2500,2500
54942,0,1,1,1,4200,10,4200,10,2610,0,2500,2500,2500
139423,0,4,1,1,54152,25,500,3,2677,1,37500,2500,2500
298505,0,5,1,1,130647,32,600,2,2483,1,50000,2500,2500
98753,0,1,1,1,1475,5,0,0,2619,1,2500,2500,2500
25157,0,1,1,1,830,3,0,0,2732,0,2500,2500,2500
24134,0,1,1,1,1250,3,0,0,2390,0,2500,2500,2500
6628,0,1,1,1,2125,8,0,0,2539,0,2500,2500,2500
14504,0,1,1,1,0,0,0,0,2329,0,2500,2500,2500
36665,0,1,1,1,3250,19,0,0,2951,0,2500,2500,2500
17481,0,1,1,1,1396,3,0,0,586,0,2500,2500,2500
33111,0,1,1,1,0,0,0,0,2461,0,2500,2500,2500
89237,0,4,1,2,37668,18,0,0,2533,0,37500,2500,7500
93028,0,4,1,1,40887,22,0,0,2507,1,37500,2500,2500
89094,0,5,1,1,55865,13,0,0,2404,0,50000,2500,2500
11109,0,5,1,1,53627,13,0,0,2623,1,50000,2500,2500
14957,0,1,1,1,0,0,0,0,2634,0,2500,2500,2500
17823,0,1,1,1,15323,8,0,0,1453,0,2500,2500,2500
8485,0,1,1,1,0,0,0,0,2111,0,2500,2500,2500
56756,0,3,1,1,10851,14,0,0,2068,0,17500,2500,2500
99196,0,4,1,1,28334,16,0,0,2595,0,37500,2500,2500
21736,0,1,2,1,6672,10,0,0,2544,0,2500,7500,2500
11324,0,3,1,1,11082,11,0,0,2661,1,17500,2500,2500
60109,0,1,1,1,2300,6,2300,6,2501,1,2500,2500,2500
129887,0,1,1,1,26810,10,810,3,2566,1,2500,2500,2500
18150,0,1,1,1,240,2,0,0,2538,0,2500,2500,2500
57432,0,2,1,1,13422,19,5100,12,2546,1,7500,2500,2500
32659,0,1,1,1,3614,14,0,0,2553,0,2500,2500,2500
103203,0,1,1,1,3200,4,200,2,1556,1,2500,2500,2500
27122,0,1,1,1,0,0,0,0,2630,0,2500,2500,2500
40252,0,1,1,1,1375,4,0,0,2565,0,2500,2500,2500
194816,0,1,1,1,20822,25,6647,12,2424,1,2500,2500,2500
65460,0,1,1,1,0,0,0,0,2493,0,2500,2500,2500
17863,0,1,1,1,0,0,0,0,2028,1,2500,2500,2500
28443,0,4,1,1,53065,18,150,1,2462,1,37500,2500,2500
15655,0,1,1,1,2807,12,957,4,2476,1,2500,2500,2500
38307,0,1,1,1,1500,3,1500,3,2151,0,2500,2500,2500
15135,0,3,1,1,13357,14,0,0,2579,1,17500,2500,2500
73601,0,2,1,1,12902,36,2000,4,2624,0,7500,2500,2500
31489,0,3,1,1,21950,21,0,0,2216,1,17500,2500,2500
48852,0,1,1,1,1058,3,0,0,2278,1,2500,2500,2500
188883,0,1,1,1,5500,3,0,0,2613,1,2500,2500,2500
37212,0,1,1,1,0,0,0,0,2455,0,2500,2500,2500
43285,0,1,1,1,745,3,0,0,2436,1,2500,2500,2500
10758,0,1,1,1,0,0,0,0,1777,0,2500,2500,2500
40926,0,1,1,1,1725,7,0,0,2453,0,2500,2500,2500
10915,0,1,1,1,5455,15,0,0,2473,1,2500,2500,2500
38580,0,1,1,1,4337,7,0,0,2168,0,2500,2500,2500
26650,0,1,1,1,4652,11,4652,11,1958,0,2500,2500,2500
25268,888,1,1,1,4566,8,800,3,2126,1,2500,2500,2500
9338,0,1,1,1,200,1,200,1,2371,0,2500,2500,2500
67070,0,4,1,1,34600,27,2100,10,2416,1,37500,2500,2500
19382,0,1,1,1,195,2,0,0,2545,0,2500,2500,2500
25205,0,1,1,1,0,0,0,0,2532,0,2500,2500,2500
9634,0,1,1,1,9634,5,0,0,2146,0,2500,2500,2500
18954,0,1,1,1,550,3,550,3,2465,0,2500,2500,2500
41279,0,2,1,1,8682,14,0,0,2241,0,7500,2500,2500
56624,0,1,2,1,12311,14,0,0,2491,0,2500,7500,2500
11021,0,1,1,1,115,2,0,0,2449,0,2500,2500,2500
4096,0,1,1,1,3802,8,0,0,2433,1,2500,2500,2500
5199,0,3,1,1,28100,16,0,0,2592,1,17500,2500,2500
41072,0,1,1,1,3751,15,0,0,2378,0,2500,2500,2500
83623,0,1,1,1,2692,6,900,4,2395,0,2500,2500,2500
15920,0,1,1,1,2500,1,0,0,2466,1,2500,2500,2500
50674,0,2,1,1,22073,12,0,0,1615,0,7500,2500,2500
55461,0,4,1,1,31658,17,500,2,2315,0,37500,2500,2500
93264,0,1,1,1,3250,19,0,0,2369,0,2500,2500,2500
115154,0,3,1,1,13466,17,500,1,2440,0,17500,2500,2500
24920,0,1,1,1,375,3,0,0,2067,0,2500,2500,2500
64924,0,1,3,1,14971,13,0,0,1989,0,2500,17500,2500
25210,0,1,1,1,14500,5,500,1,2138,0,2500,2500,2500
41247,0,1,1,1,0,0,0,0,2407,0,2500,2500,2500
5929,0,1,1,1,168,7,0,0,2371,0,2500,2500,2500
14457,2288,1,1,1,1875,8,0,0,2409,0,2500,2500,2500
29067,0,1,1,1,485,3,250,1,2147,1,2500,2500,2500
112164,0,3,1,1,16802,14,0,0,2188,0,17500,2500,2500
44764,0,2,1,1,5539,6,0,0,2081,0,7500,2500,2500
38997,0,1,1,1,5158,18,0,0,2399,0,2500,2500,2500
115215,0,2,1,1,5824,7,0,0,2096,1,7500,2500,2500
96714,0,3,1,1,17026,15,0,0,2185,0,17500,2500,2500
32988,0,4,1,1,49484,14,0,0,2161,1,37500,2500,2500
11552,0,1,1,1,0,0,0,0,481,0,2500,2500,2500
38739,0,1,1,1,3050,3,550,2,1976,0,2500,2500,2500
142989,0,4,1,1,26210,14,500,1,2340,0,37500,2500,2500
1724,0,3,1,1,27305,20,0,0,1784,1,17500,2500,2500
56395,0,5,1,1,72905,24,1800,4,2344,1,50000,2500,2500
11845,0,1,1,1,625,2,0,0,2334,0,2500,2500,2500
46378,4844,1,1,1,2358,5,2358,5,1766,0,2500,2500,2500
85071,0,1,1,1,6600,4,0,0,2322,0,2500,2500,2500
53543,0,1,1,1,21183,11,563,2,1149,0,2500,2500,2500
33834,0,1,1,1,3920,12,0,0,1850,0,2500,2500,2500
36839,0,1,1,1,4436,6,0,0,2275,1,2500,2500,2500
42042,0,2,1,1,9846,14,0,0,1606,0,7500,2500,2500
72027,0,1,1,1,0,0,0,0,2386,0,2500,2500,2500
2692,0,1,1,1,800,4,50,1,2447,0,2500,2500,2500
17818,0,1,1,1,0,0,0,0,1709,0,2500,2500,2500
70927,0,1,1,1,12011,12,1567,8,2096,1,2500,2500,2500
57622,0,1,1,1,1250,3,0,0,2337,0,2500,2500,2500
323,0,1,1,1,0,0,0,0,1975,0,2500,2500,2500
33530,0,1,1,1,0,0,0,0,1777,0,2500,2500,2500
16452,0,1,1,1,9181,5,0,0,2108,0,2500,2500,2500
287033,0,1,1,1,26161,58,12873,53,2272,1,2500,2500,2500
55487,0,3,1,1,23123,19,1150,5,1986,1,17500,2500,2500
14648,0,3,1,1,21157,12,0,0,1843,1,17500,2500,2500
10621,0,1,1,1,90,3,0,0,2223,0,2500,2500,2500
23224,0,1,1,1,1750,7,0,0,2322,0,2500,2500,2500
17684,0,1,1,1,93,1,0,0,2012,0,2500,2500,2500
2477,0,1,1,1,2319,6,500,1,2137,1,2500,2500,2500
44668,0,1,1,1,872,2,0,0,1557,0,2500,2500,2500
22461,0,1,1,1,150,1,150,1,2223,0,2500,2500,2500
103200,0,1,1,1,500,1,500,1,2062,1,2500,2500,2500
74007,0,2,1,1,9259,13,0,0,2181,0,7500,2500,2500
22134,0,1,1,1,0,0,0,0,2161,0,2500,2500,2500
242062,0,1,1,1,5125,18,0,0,2150,0,2500,2500,2500
24683,0,1,1,1,600,2,0,0,2117,0,2500,2500,2500
51680,0,4,1,1,54926,65,3088,8,2112,1,37500,2500,2500
8819,0,3,1,1,12472,15,0,0,1920,1,17500,2500,2500
61545,0,3,1,1,18351,18,0,0,1973,0,17500,2500,2500
124837,0,1,1,1,4400,7,1500,5,2053,1,2500,2500,2500
50848,0,1,1,1,0,0,0,0,1773,0,2500,2500,2500
19661,0,1,1,1,0,0,0,0,2175,0,2500,2500,2500
32156,0,2,1,1,23928,29,2150,12,2257,1,7500,2500,2500
123055,0,1,1,1,11564,5,1039,2,2209,1,2500,2500,2500
63331,0,1,1,1,4200,4,700,2,2060,0,2500,2500,2500
9646,0,1,1,1,3445,11,0,0,2140,0,2500,2500,2500
16569,0,1,1,1,3204,8,0,0,2120,0,2500,2500,2500
194111,0,1,1,1,12350,30,2750,15,1777,1,2500,2500,2500
147128,0,5,1,1,59991,47,1065,1,2279,1,50000,2500,2500
59177,0,1,1,1,2300,6,700,3,1869,1,2500,2500,2500
26693,0,3,1,1,22057,14,0,0,1863,1,17500,2500,2500
2912,0,1,1,1,510,1,0,0,2132,0,2500,2500,2500
13982,0,1,1,1,500,1,0,0,2117,0,2500,2500,2500
14428,0,1,1,1,3475,21,0,0,1599,0,2500,2500,2500
21740,0,1,1,1,5625,11,0,0,2048,0,2500,2500,2500
8811,0,1,1,1,600,5,0,0,2032,0,2500,2500,2500
48256,0,2,1,1,8942,14,0,0,2121,0,7500,2500,2500
10994,0,3,1,1,10492,15,0,0,2215,1,17500,2500,2500
27320,2788,1,1,1,0,0,0,0,1725,0,2500,2500,2500
66614,0,1,1,1,0,0,0,0,1992,0,2500,2500,2500
78105,0,2,1,1,49364,14,0,0,2070,0,7500,2500,2500
120860,0,1,1,1,2000,1,0,0,1761,0,2500,2500,2500
77382,0,1,1,1,4950,13,0,0,2256,0,2500,2500,2500
19290,0,1,1,1,0,0,0,0,2331,0,2500,2500,2500
50987,0,1,1,1,0,0,0,0,2259,0,2500,2500,2500
101290,0,4,1,1,33876,22,500,1,2291,1,37500,2500,2500
17377,2178,1,1,1,500,1,0,0,2010,1,2500,2500,2500
11711,0,1,1,1,500,1,500,1,1922,0,2500,2500,2500
28712,0,1,1,1,1500,3,1500,3,2256,1,2500,2500,2500
110839,0,1,1,1,17550,24,7550,23,2272,1,2500,2500,2500
65633,0,1,1,1,3100,10,2000,8,1791,0,2500,2500,2500
69106,0,1,1,1,17832,10,0,0,2007,0,2500,2500,2500
66009,0,1,1,1,0,0,0,0,1603,1,2500,2500,2500
16843,0,1,1,1,780,3,0,0,2112,0,2500,2500,2500
27071,0,1,1,1,2125,10,0,0,2059,0,2500,2500,2500
25807,0,1,1,1,550,3,550,3,1838,0,2500,2500,2500
132871,0,1,1,1,300,3,200,2,1719,0,2500,2500,2500
24065,589,3,1,1,29586,9,0,0,1045,1,17500,2500,2500
92533,0,1,1,1,2220,4,2220,4,1905,0,2500,2500,2500
14513,0,1,1,1,50,2,0,0,1710,0,2500,2500,2500
162365,0,5,1,1,65029,15,0,0,1948,0,50000,2500,2500
4834,0,2,1,1,13441,17,0,0,1851,1,7500,2500,2500
21311,3418,1,1,1,2000,9,0,0,1990,0,2500,2500,2500
49804,0,1,1,1,0,0,0,0,2157,0,2500,2500,2500
135567,0,1,1,1,3650,5,1050,3,1967,0,2500,2500,2500
135374,0,3,1,1,23835,22,917,2,2294,0,17500,2500,2500
140914,0,1,1,1,0,0,0,0,1791,0,2500,2500,2500
6789,0,1,1,1,0,0,0,0,2237,0,2500,2500,2500
61893,0,1,1,1,0,0,0,0,2320,0,2500,2500,2500
83082,0,1,1,1,16207,13,250,1,2003,1,2500,2500,2500
16962,0,1,1,1,0,0,0,0,2206,0,2500,2500,2500
85955,0,4,1,1,34197,22,600,2,2046,0,37500,2500,2500
22215,0,1,1,1,2375,12,0,0,1857,0,2500,2500,2500
105898,0,1,1,1,4444,5,1944,4,2332,0,2500,2500,2500
66807,0,3,1,1,23456,14,0,0,1575,0,17500,2500,2500
131366,0,1,1,1,1500,2,500,1,1999,0,2500,2500,2500
31929,0,1,1,1,3500,3,1000,2,2019,1,2500,2500,2500
20540,0,1,1,1,5731,15,500,1,1970,0,2500,2500,2500
48131,0,5,1,1,60090,18,0,0,2161,1,50000,2500,2500
16346,0,1,1,1,5930,15,0,0,2108,1,2500,2500,2500
15540,0,1,1,1,209,3,104,1,1761,0,2500,2500,2500
17828,0,4,1,1,35099,14,0,0,2115,1,37500,2500,2500
298927,0,5,1,1,69449,27,150,3,2047,0,50000,2500,2500
66300,0,1,1,1,4750,6,1150,3,1884,0,2500,2500,2500
28446,0,1,1,1,0,0,0,0,1920,0,2500,2500,2500
80906,0,3,1,1,23548,15,0,0,2140,0,17500,2500,2500
12153,0,1,1,1,1050,9,1050,9,2041,0,2500,2500,2500
37569,0,1,1,1,3850,4,250,1,1597,1,2500,2500,2500
98151,0,3,1,1,38812,11,500,1,1976,0,17500,2500,2500
224852,0,1,1,1,7750,32,750,3,2102,0,2500,2500,2500
19881,0,1,1,1,2472,15,0,0,2186,0,2500,2500,2500
13490,0,1,1,1,0,0,0,0,2032,1,2500,2500,2500
46672,500,3,1,1,22404,22,0,0,2021,0,17500,2500,2500
119735,0,3,1,1,22432,17,1000,2,1996,1,17500,2500,2500
18317,0,1,1,1,2375,12,0,0,2032,0,2500,2500,2500
26334,0,1,1,1,0,0,0,0,2258,0,2500,2500,2500
143441,0,5,1,1,58475,27,0,0,2238,0,50000,2500,2500
10697,0,1,1,1,1000,8,0,0,2111,0,2500,2500,2500
14072,0,3,1,1,20700,16,0,0,1949,1,17500,2500,2500
35661,7487,1,1,1,600,3,500,2,1759,1,2500,2500,2500
54697,0,1,1,1,1625,6,0,0,1809,0,2500,2500,2500
18359,0,1,1,1,0,0,0,0,1748,0,2500,2500,2500
47764,0,2,1,1,23122,11,400,1,1872,1,7500,2500,2500
51169,4903,3,1,1,13080,13,0,0,1809,0,17500,2500,2500
32099,0,3,1,1,10534,6,0,0,1929,0,17500,2500,2500
84148,0,1,1,5,84148,7,0,0,1054,0,2500,2500,50000
45137,0,1,1,1,2000,1,0,0,1319,1,2500,2500,2500
18179,0,1,1,1,5488,3,0,0,1877,1,2500,2500,2500
39566,0,2,1,1,23755,18,0,0,1763,0,7500,2500,2500
46809,0,1,1,1,125,1,0,0,1878,0,2500,2500,2500
41628,0,3,1,1,16771,12,0,0,1818,0,17500,2500,2500
20891,0,1,1,1,150,3,0,0,1920,0,2500,2500,2500
36513,1692,1,1,1,825,3,725,2,1611,0,2500,2500,2500
116923,0,5,1,1,70403,50,0,0,1738,0,50000,2500,2500
7879,0,1,1,1,1815,5,0,0,1849,0,2500,2500,2500
40091,0,1,1,1,0,0,0,0,1803,0,2500,2500,2500
45842,0,1,1,1,8253,15,128,1,1805,1,2500,2500,2500
500,0,1,1,1,0,0,0,0,396,0,2500,2500,2500
43595,0,1,1,1,4375,14,0,0,1867,0,2500,2500,2500
29291,0,4,1,1,31357,32,1950,6,1391,1,37500,2500,2500
63392,0,3,1,1,20553,17,0,0,1087,0,17500,2500,2500
19578,0,2,1,1,5208,11,0,0,1632,1,7500,2500,2500
10926,0,1,1,1,0,0,0,0,1851,0,2500,2500,2500
19839,0,4,1,1,36375,15,0,0,1535,1,37500,2500,2500
64594,0,2,1,1,9295,14,0,0,1869,0,7500,2500,2500
24580,0,1,1,1,255,3,0,0,1926,0,2500,2500,2500
20318,0,1,2,1,6990,13,0,0,1956,0,2500,7500,2500
24579,0,1,1,1,2100,10,0,0,1967,0,2500,2500,2500
71713,0,1,1,1,2135,4,0,0,1845,0,2500,2500,2500
73501,0,3,1,1,21014,26,3694,8,1720,0,17500,2500,2500
61479,0,1,1,1,6050,4,50,1,1755,0,2500,2500,2500
21915,0,1,1,1,1875,8,0,0,1518,0,2500,2500,2500
16465,0,1,1,1,16165,5,0,0,1631,0,2500,2500,2500
61841,0,1,1,1,48700,49,0,0,1659,1,2500,2500,2500
23197,0,1,3,1,10587,13,150,1,1747,0,2500,17500,2500
26069,0,1,1,1,0,0,0,0,1278,0,2500,2500,2500
5690,0,2,1,1,11612,15,0,0,1549,1,7500,2500,2500
1000,0,1,1,1,0,0,0,0,1597,0,2500,2500,2500
14052,0,1,1,1,0,0,0,0,1808,0,2500,2500,2500
2143,0,1,1,1,0,0,0,0,1672,0,2500,2500,2500
18239,0,1,1,1,0,0,0,0,1683,0,2500,2500,2500
4892,0,1,1,1,0,0,0,0,1282,0,2500,2500,2500
34412,0,3,1,1,14734,13,0,0,1524,1,17500,2500,2500
34535,0,1,1,1,2719,12,0,0,1358,0,2500,2500,2500
23720,0,1,1,1,4000,3,500,1,1678,1,2500,2500,2500
11816,0,1,1,1,0,0,0,0,1596,0,2500,2500,2500
11218,0,1,1,1,3850,14,0,0,1604,0,2500,2500,2500
12568,0,1,1,1,350,3,0,0,1664,0,2500,2500,2500
13188,0,1,1,1,1500,3,1500,3,1955,0,2500,2500,2500
39983,0,3,1,1,39983,11,0,0,1569,0,17500,2500,2500
28526,0,1,1,1,4167,15,0,0,1360,0,2500,2500,2500
68359,0,3,1,1,15803,17,0,0,1293,0,17500,2500,2500
22048,0,1,1,1,100,1,0,0,1702,0,2500,2500,2500
1866,0,1,1,1,1128,8,0,0,1782,0,2500,2500,2500
40408,0,2,1,1,9612,12,0,0,913,0,7500,2500,2500
20642,0,1,1,1,4977,13,0,0,1614,0,2500,2500,2500
66574,0,1,1,1,2500,6,400,4,1791,0,2500,2500,2500
18656,0,1,1,1,4752,11,0,0,968,0,2500,2500,2500
57374,1621,1,1,1,2100,5,2100,5,1440,0,2500,2500,2500
25898,0,1,1,1,7834,3,0,0,1588,0,2500,2500,2500
42481,0,3,1,1,24617,16,0,0,678,0,17500,2500,2500
62492,0,1,1,1,3725,11,2600,9,1536,0,2500,2500,2500
4431,0,1,1,1,0,0,0,0,1582,0,2500,2500,2500
25090,0,4,1,1,25860,9,0,0,1786,1,37500,2500,2500
95728,2092,5,1,1,56111,14,0,0,1372,0,50000,2500,2500
11631,0,1,1,1,3289,22,0,0,1157,0,2500,2500,2500
54039,0,1,1,1,5250,22,1250,10,1709,1,2500,2500,2500
5625,0,1,1,1,2350,12,0,0,1270,0,2500,2500,2500
22966,0,1,1,1,3950,8,450,6,1443,1,2500,2500,2500
5544,0,1,1,1,350,3,0,0,1713,0,2500,2500,2500
37171,0,1,1,1,3450,5,950,4,1341,1,2500,2500,2500
40425,0,1,1,1,3300,8,1700,5,1753,0,2500,2500,2500
9805,0,1,1,1,4403,11,0,0,1559,1,2500,2500,2500
29417,0,1,1,1,16011,3,0,0,1582,0,2500,2500,2500
37093,0,1,1,1,4250,13,0,0,1810,0,2500,2500,2500
21461,0,1,1,1,4010,26,0,0,1509,0,2500,2500,2500
21950,0,1,1,1,5739,16,0,0,1668,0,2500,2500,2500
14233,0,1,1,1,160,3,0,0,1687,0,2500,2500,2500
105737,0,5,1,1,71728,13,0,0,1705,0,50000,2500,2500
22551,0,1,1,1,0,0,0,0,1794,0,2500,2500,2500
35474,0,1,1,1,15086,6,0,0,1479,0,2500,2500,2500
21854,0,1,1,1,500,1,500,1,1100,0,2500,2500,2500
50386,0,1,1,1,2750,8,0,0,1721,0,2500,2500,2500
28502,0,1,1,1,2375,12,0,0,1732,0,2500,2500,2500
238446,1082,4,1,1,37766,28,1550,11,890,1,37500,2500,2500
20516,0,1,1,1,3500,20,0,0,1429,0,2500,2500,2500
97391,0,1,1,1,26299,8,0,0,1607,0,2500,2500,2500
29253,2305,1,1,1,7625,5,0,0,1630,0,2500,2500,2500
139982,0,1,1,1,14500,6,0,0,1430,0,2500,2500,2500
68192,0,1,1,1,1300,9,1300,9,1640,0,2500,2500,2500
21615,0,1,1,1,5043,13,1000,2,1069,0,2500,2500,2500
36829,0,4,1,1,42497,19,1001,1,1015,1,37500,2500,2500
152178,0,4,1,1,39760,15,248,1,1073,0,37500,2500,2500
17397,0,1,1,1,1750,7,0,0,1215,0,2500,2500,2500
45006,0,1,1,1,1400,6,300,4,925,0,2500,2500,2500
4289,0,1,1,1,2350,4,750,2,1083,0,2500,2500,2500
133351,0,5,1,1,84215,43,7000,22,1529,1,50000,2500,2500
42093,0,1,1,1,1831,4,0,0,1526,0,2500,2500,2500
74331,0,3,1,1,15779,14,0,0,1514,0,17500,2500,2500
120462,3649,1,1,1,10500,9,750,2,1503,0,2500,2500,2500
14243,0,1,1,1,6654,17,0,0,1487,0,2500,2500,2500
6803,0,1,1,1,1644,11,0,0,1296,0,2500,2500,2500
8885,0,1,1,1,1500,5,0,0,1386,0,2500,2500,2500
38761,0,2,1,1,9015,12,0,0,1533,0,7500,2500,2500
5500,0,1,1,1,0,0,0,0,989,0,2500,2500,2500
76660,0,3,1,1,38807,24,3341,1,1193,0,17500,2500,2500
30463,0,1,1,1,4619,9,0,0,1275,0,2500,2500,2500
6914,0,1,1,1,0,0,0,0,812,0,2500,2500,2500
67495,0,2,1,1,8620,8,0,0,1302,0,7500,2500,2500
15339,0,1,1,1,1375,4,0,0,628,0,2500,2500,2500
5745,0,1,1,1,400,4,400,4,1067,0,2500,2500,2500
81155,0,4,1,1,49904,41,0,0,1276,0,37500,2500,2500
